0.01000 0.00001 0.00000 0.68590 0.03090 0.63630 0.06740 0.64540 0.04490 0.20620 0.06750
0.01000 0.00001 1.00000 0.73390 0.02990 0.72120 0.03240 0.71290 0.02390 0.16240 0.01110
0.01000 0.00001 1.50000 0.75110 0.02960 0.72620 0.02550 0.71350 0.02140 0.17280 0.02170
0.01000 0.00001 2.00000 0.74160 0.02720 0.71920 0.01810 0.70410 0.01700 0.16970 0.01490
0.01000 0.00001 2.50000 0.74090 0.03430 0.71980 0.03320 0.70860 0.03000 0.18120 0.01110
0.01000 0.00001 3.00000 0.73280 0.03660 0.71410 0.03500 0.69800 0.03240 0.17810 0.01110
0.01000 0.00010 0.00000 0.69950 0.02280 0.64490 0.06540 0.65220 0.04150 0.20510 0.06890
0.01000 0.00010 1.00000 0.73420 0.03160 0.69950 0.06290 0.70050 0.03570 0.17080 0.00690
0.01000 0.00010 1.50000 0.74930 0.02840 0.72660 0.03310 0.71370 0.02460 0.18950 0.08000
0.01000 0.00010 2.00000 0.74180 0.02760 0.72450 0.01780 0.70530 0.01800 0.16450 0.00960
0.01000 0.00010 2.50000 0.74330 0.02950 0.72140 0.02860 0.70890 0.03020 0.17910 0.01380
0.01000 0.00010 3.00000 0.73460 0.03950 0.71360 0.02960 0.70070 0.02730 0.17600 0.01330
0.01000 0.00100 0.00000 0.72940 0.02700 0.66300 0.05070 0.66570 0.03690 0.21240 0.05470
0.01000 0.00100 1.00000 0.76750 0.02080 0.74930 0.02480 0.73570 0.02060 0.23220 0.08780
0.01000 0.00100 1.50000 0.76530 0.01740 0.73300 0.02460 0.72380 0.01790 0.21240 0.07770
0.01000 0.00100 2.00000 0.75940 0.02770 0.73560 0.02010 0.71780 0.01870 0.26140 0.07110
0.01000 0.00100 2.50000 0.75850 0.02460 0.73340 0.01880 0.71860 0.02040 0.21450 0.04610
0.01000 0.00100 3.00000 0.74560 0.03220 0.71980 0.03660 0.70440 0.03500 0.22080 0.08740
0.01000 0.01000 0.00000 0.71040 0.01270 0.63220 0.03300 0.63670 0.02040 0.28640 0.08530
0.01000 0.01000 1.00000 0.78660 0.02030 0.73530 0.02730 0.72980 0.02540 0.21140 0.03370
0.01000 0.01000 1.50000 0.79010 0.01110 0.74820 0.02190 0.73580 0.01870 0.24890 0.09850
0.01000 0.01000 2.00000 0.78090 0.02110 0.75620 0.01430 0.73740 0.01480 0.24570 0.08370
0.01000 0.01000 2.50000 0.77530 0.01720 0.74630 0.02030 0.72810 0.02020 0.22490 0.03640
0.01000 0.01000 3.00000 0.77170 0.02440 0.74390 0.01850 0.72260 0.02210 0.21970 0.03040
0.00100 0.00001 0.00000 0.69220 0.02070 0.61110 0.05720 0.63030 0.04080 0.24470 0.03810
0.00100 0.00001 1.00000 0.78670 0.01350 0.76940 0.01620 0.75370 0.01890 0.17290 0.06310
0.00100 0.00001 1.50000 0.78150 0.01740 0.75060 0.01360 0.73680 0.01490 0.17810 0.00950
0.00100 0.00001 2.00000 0.78960 0.02130 0.76440 0.01480 0.74450 0.01500 0.16870 0.01020
0.00100 0.00001 2.50000 0.78820 0.02230 0.76420 0.01790 0.74550 0.01660 0.18640 0.02580
0.00100 0.00001 3.00000 0.78210 0.02690 0.76090 0.02380 0.74330 0.02190 0.18640 0.00900
0.00100 0.00010 0.00000 0.69380 0.01840 0.61380 0.05490 0.63220 0.03900 0.26450 0.05300
0.00100 0.00010 1.00000 0.78810 0.01010 0.76450 0.01610 0.75010 0.01540 0.17390 0.03690
0.00100 0.00010 1.50000 0.78190 0.01790 0.75020 0.01450 0.73690 0.01630 0.16350 0.00970
0.00100 0.00010 2.00000 0.78940 0.02270 0.76410 0.01520 0.74470 0.01680 0.18430 0.02370
0.00100 0.00010 2.50000 0.78940 0.02130 0.76490 0.01820 0.74570 0.01720 0.20820 0.05150
0.00100 0.00010 3.00000 0.78330 0.02580 0.76200 0.02470 0.74460 0.02250 0.19160 0.04400
0.00100 0.00100 0.00000 0.69780 0.01810 0.62320 0.05120 0.63810 0.03630 0.24160 0.01490
0.00100 0.00100 1.00000 0.78900 0.00910 0.75580 0.02100 0.73930 0.01890 0.17080 0.02240
0.00100 0.00100 1.50000 0.78190 0.01630 0.74700 0.01340 0.73180 0.01240 0.18330 0.02880
0.00100 0.00100 2.00000 0.79100 0.02010 0.75390 0.03080 0.73620 0.02910 0.19160 0.05720
0.00100 0.00100 2.50000 0.79040 0.01780 0.76310 0.01390 0.74200 0.01710 0.19260 0.01230
0.00100 0.00100 3.00000 0.78340 0.02540 0.76430 0.01180 0.74380 0.01680 0.20100 0.03320
0.00100 0.01000 0.00000 0.64300 0.01850 0.55440 0.02040 0.57600 0.01670 0.68940 0.06750
0.00100 0.01000 1.00000 0.78600 0.01310 0.73820 0.01960 0.72660 0.01470 0.23850 0.06210
0.00100 0.01000 1.50000 0.78270 0.01450 0.74220 0.01520 0.72860 0.01270 0.24260 0.05640
0.00100 0.01000 2.00000 0.78180 0.02000 0.75410 0.01330 0.73440 0.01210 0.24990 0.04970
0.00100 0.01000 2.50000 0.78030 0.01710 0.75100 0.01700 0.72870 0.02050 0.26340 0.07480
0.00100 0.01000 3.00000 0.77140 0.02790 0.74530 0.02720 0.72450 0.02480 0.27180 0.04970
0.00010 0.00001 0.00000 0.28950 0.00990 0.20190 0.01070 0.25590 0.01480 0.20830 0.03410
0.00010 0.00001 1.00000 0.79450 0.01170 0.76720 0.01710 0.75250 0.02030 0.31450 0.05000
0.00010 0.00001 1.50000 0.78420 0.01580 0.74870 0.01450 0.73470 0.01630 0.34360 0.05930
0.00010 0.00001 2.00000 0.79070 0.01850 0.76280 0.01270 0.74240 0.01120 0.36450 0.15290
0.00010 0.00001 2.50000 0.78910 0.02240 0.76130 0.02330 0.74170 0.02220 0.32700 0.08190
0.00010 0.00001 3.00000 0.78390 0.02880 0.75650 0.02620 0.73730 0.02600 0.36030 0.13060
0.00010 0.00010 0.00000 0.28900 0.00960 0.20000 0.01170 0.25410 0.01470 0.20930 0.02540
0.00010 0.00010 1.00000 0.79410 0.01210 0.76740 0.01390 0.75350 0.01650 0.31660 0.05120
0.00010 0.00010 1.50000 0.78390 0.01590 0.74870 0.01420 0.73450 0.01730 0.33840 0.07560
