0.01000 0.00001 0.00000 0.57340 0.03610 0.51200 0.07610 0.53820 0.04700
0.01000 0.00001 1.00000 0.68710 0.06060 0.69210 0.04830 0.67320 0.04020
0.01000 0.00001 1.50000 0.70200 0.04410 0.67760 0.03160 0.66460 0.02100
0.01000 0.00001 2.00000 0.67590 0.05300 0.65230 0.05130 0.64110 0.03600
0.01000 0.00001 2.50000 0.65810 0.05840 0.65000 0.04870 0.63320 0.03730
0.01000 0.00001 3.00000 0.64190 0.04290 0.64360 0.04380 0.62920 0.03630
0.01000 0.00010 0.00000 0.57870 0.03520 0.52130 0.06280 0.54730 0.03290
0.01000 0.00010 1.00000 0.69120 0.06160 0.67890 0.06900 0.66250 0.05910
0.01000 0.00010 1.50000 0.69990 0.04670 0.67780 0.03290 0.66340 0.02160
0.01000 0.00010 2.00000 0.67940 0.05290 0.65500 0.05340 0.64460 0.03980
0.01000 0.00010 2.50000 0.65500 0.05920 0.63860 0.05620 0.62790 0.04410
0.01000 0.00010 3.00000 0.64340 0.04700 0.63260 0.04680 0.61960 0.03750
0.01000 0.00100 0.00000 0.56950 0.04480 0.50560 0.05800 0.53520 0.02450
0.01000 0.00100 1.00000 0.70620 0.05040 0.67400 0.04460 0.66230 0.04000
0.01000 0.00100 1.50000 0.70950 0.03890 0.67250 0.04150 0.65820 0.03470
0.01000 0.00100 2.00000 0.68030 0.04900 0.67160 0.04160 0.65790 0.03310
0.01000 0.00100 2.50000 0.66120 0.04990 0.64090 0.05890 0.63390 0.04700
0.01000 0.00100 3.00000 0.64990 0.04080 0.63310 0.06240 0.62870 0.03610
0.01000 0.01000 0.00000 0.47350 0.04090 0.35850 0.03660 0.39710 0.02380
0.01000 0.01000 1.00000 0.72350 0.03130 0.68690 0.02540 0.67740 0.02010
0.01000 0.01000 1.50000 0.72680 0.02240 0.69310 0.03690 0.68010 0.02970
0.01000 0.01000 2.00000 0.71850 0.03870 0.66520 0.03870 0.65840 0.02720
0.01000 0.01000 2.50000 0.70280 0.03350 0.66550 0.03810 0.66050 0.02840
0.01000 0.01000 3.00000 0.70290 0.03680 0.66830 0.02880 0.65290 0.01790
0.00100 0.00001 0.00000 0.53610 0.04790 0.45360 0.07060 0.49250 0.03960
0.00100 0.00001 1.00000 0.72180 0.06030 0.69800 0.04990 0.68650 0.03180
0.00100 0.00001 1.50000 0.73650 0.04170 0.71840 0.04340 0.70420 0.02990
0.00100 0.00001 2.00000 0.73700 0.05160 0.71150 0.04210 0.69860 0.02770
0.00100 0.00001 2.50000 0.73560 0.05820 0.70930 0.03820 0.69770 0.03110
0.00100 0.00001 3.00000 0.73960 0.06430 0.71160 0.02960 0.69700 0.02080
0.00100 0.00010 0.00000 0.54670 0.04690 0.45680 0.07010 0.49520 0.04070
0.00100 0.00010 1.00000 0.72080 0.06110 0.69370 0.05180 0.68460 0.03540
0.00100 0.00010 1.50000 0.73590 0.04170 0.72120 0.03610 0.70590 0.02480
0.00100 0.00010 2.00000 0.73620 0.05230 0.71530 0.04420 0.70200 0.03030
0.00100 0.00010 2.50000 0.73350 0.05740 0.71110 0.03690 0.69970 0.02900
0.00100 0.00010 3.00000 0.73860 0.06320 0.71250 0.02970 0.69840 0.02070
0.00100 0.00100 0.00000 0.53990 0.04000 0.44860 0.05440 0.48690 0.02680
0.00100 0.00100 1.00000 0.71980 0.05600 0.69730 0.04420 0.68440 0.02940
0.00100 0.00100 1.50000 0.73250 0.04130 0.71450 0.03760 0.70040 0.02590
0.00100 0.00100 2.00000 0.73030 0.05270 0.71300 0.04420 0.69990 0.03220
0.00100 0.00100 2.50000 0.72960 0.05450 0.71080 0.03600 0.69880 0.02850
0.00100 0.00100 3.00000 0.74160 0.05900 0.70690 0.02750 0.69110 0.02020
0.00100 0.01000 0.00000 0.27650 0.01140 0.19290 0.01330 0.23470 0.02120
0.00100 0.01000 1.00000 0.69940 0.04460 0.67090 0.03860 0.66210 0.02480
0.00100 0.01000 1.50000 0.72670 0.03120 0.69640 0.04110 0.68240 0.03080
0.00100 0.01000 2.00000 0.71730 0.03150 0.69550 0.04780 0.68430 0.03260
0.00100 0.01000 2.50000 0.71540 0.04260 0.68430 0.04980 0.67660 0.03580
0.00100 0.01000 3.00000 0.71690 0.04170 0.67210 0.03210 0.65810 0.02070
0.00010 0.00001 0.00000 0.28900 0.01040 0.20140 0.00940 0.25480 0.01200
0.00010 0.00001 1.00000 0.72240 0.06070 0.69440 0.05230 0.68530 0.03330
0.00010 0.00001 1.50000 0.73660 0.03820 0.71570 0.03170 0.70040 0.02140
0.00010 0.00001 2.00000 0.73720 0.05430 0.70550 0.03690 0.69330 0.02460
0.00010 0.00001 2.50000 0.73720 0.05670 0.70610 0.03510 0.69570 0.02810
