0.01000 0.00001 1.00000 0.76450 0.02840 0.73940 0.05070 0.73620 0.03470
0.01000 0.00001 1.50000 0.77430 0.01980 0.75080 0.03850 0.74260 0.03000
0.01000 0.00001 2.00000 0.78250 0.03060 0.76510 0.02870 0.75500 0.03150
0.01000 0.00001 2.50000 0.78350 0.02460 0.76320 0.02820 0.75610 0.02730
0.01000 0.00001 3.00000 0.78240 0.02520 0.76640 0.02080 0.75160 0.01770
0.01000 0.00010 1.00000 0.76560 0.02880 0.74020 0.04430 0.73700 0.03030
0.01000 0.00010 1.50000 0.77080 0.02290 0.74760 0.04330 0.73950 0.03470
0.01000 0.00010 2.00000 0.78090 0.02870 0.75680 0.03020 0.74810 0.02840
0.01000 0.00010 2.50000 0.78330 0.02540 0.75970 0.03280 0.75200 0.03090
0.01000 0.00010 3.00000 0.78510 0.02800 0.76340 0.02470 0.75080 0.02530
0.01000 0.00100 1.00000 0.81230 0.02440 0.79130 0.01020 0.77240 0.01350
0.01000 0.00100 1.50000 0.82330 0.01410 0.79420 0.01260 0.77700 0.01650
0.01000 0.00100 2.00000 0.81340 0.02560 0.78640 0.01850 0.77110 0.01500
0.01000 0.00100 2.50000 0.81330 0.02460 0.78730 0.01660 0.77350 0.01650
0.01000 0.00100 3.00000 0.81690 0.02700 0.78630 0.00960 0.77010 0.01290
0.01000 0.01000 1.00000 0.82440 0.01900 0.79980 0.00820 0.78280 0.01050
0.01000 0.01000 1.50000 0.83210 0.01130 0.80320 0.00870 0.78460 0.01120
0.01000 0.01000 2.00000 0.83000 0.01580 0.80060 0.01040 0.78580 0.01340
0.01000 0.01000 2.50000 0.82710 0.01550 0.80320 0.02230 0.78820 0.02510
0.01000 0.01000 3.00000 0.82670 0.01560 0.79640 0.01340 0.78310 0.01710
0.00100 0.00001 1.00000 0.82160 0.02560 0.80340 0.01000 0.78730 0.01180
0.00100 0.00001 1.50000 0.82610 0.02010 0.80580 0.00920 0.79180 0.01100
0.00100 0.00001 2.00000 0.82740 0.02280 0.80630 0.01160 0.79220 0.01120
0.00100 0.00001 2.50000 0.82820 0.02440 0.81010 0.01180 0.79580 0.01350
0.00100 0.00001 3.00000 0.83010 0.02050 0.80610 0.01180 0.79400 0.01370
0.00100 0.00010 1.00000 0.82300 0.02370 0.80310 0.01040 0.78750 0.01360
0.00100 0.00010 1.50000 0.82680 0.02120 0.80340 0.00890 0.79020 0.00950
0.00100 0.00010 2.00000 0.82800 0.02310 0.80600 0.01160 0.79260 0.01180
0.00100 0.00010 2.50000 0.82780 0.02490 0.81140 0.01030 0.79850 0.01070
0.00100 0.00010 3.00000 0.82930 0.02010 0.80700 0.01290 0.79510 0.01490
0.00100 0.00100 1.00000 0.82050 0.02800 0.80390 0.01030 0.79020 0.01390
0.00100 0.00100 1.50000 0.82920 0.01750 0.80340 0.00900 0.78880 0.01140
0.00100 0.00100 2.00000 0.82710 0.02380 0.80230 0.01230 0.78880 0.01330
0.00100 0.00100 2.50000 0.82780 0.02540 0.80540 0.01060 0.79170 0.01440
0.00100 0.00100 3.00000 0.83100 0.02250 0.80530 0.01080 0.79190 0.01380
0.00100 0.01000 1.00000 0.81670 0.02650 0.79670 0.01350 0.78100 0.01710
0.00100 0.01000 1.50000 0.83100 0.01350 0.80650 0.00770 0.79290 0.00920
0.00100 0.01000 2.00000 0.82970 0.02160 0.80450 0.00910 0.79160 0.01240
0.00100 0.01000 2.50000 0.82370 0.01960 0.80240 0.01170 0.78930 0.01610
0.00100 0.01000 3.00000 0.82450 0.01610 0.80090 0.00880 0.78680 0.01250
0.00010 0.00001 1.00000 0.81980 0.02830 0.79880 0.02020 0.78390 0.02080
0.00010 0.00001 1.50000 0.81720 0.03390 0.79300 0.02170 0.77520 0.02640
0.00010 0.00001 2.00000 0.82240 0.03450 0.79650 0.01250 0.78080 0.01560
0.00010 0.00001 2.50000 0.82390 0.02880 0.80130 0.01400 0.78720 0.01820
0.00010 0.00001 3.00000 0.81920 0.03190 0.79920 0.01940 0.78350 0.02350
0.00010 0.00010 1.00000 0.82010 0.02750 0.80130 0.01700 0.78630 0.01670
0.00010 0.00010 1.50000 0.81730 0.03370 0.78900 0.02420 0.77090 0.03000
0.00010 0.00010 2.00000 0.82180 0.03370 0.79620 0.01330 0.78130 0.01620
0.00010 0.00010 2.50000 0.82300 0.02760 0.80280 0.01670 0.78830 0.02160
0.00010 0.00010 3.00000 0.82220 0.03060 0.80530 0.01200 0.79070 0.01620
0.00010 0.00100 1.00000 0.82160 0.03050 0.79950 0.01340 0.78490 0.01430
0.00010 0.00100 1.50000 0.81510 0.03490 0.79100 0.02710 0.77320 0.03470
0.00010 0.00100 2.00000 0.82300 0.02980 0.79660 0.01490 0.78210 0.01790
0.00010 0.00100 2.50000 0.81800 0.03240 0.79480 0.01810 0.78060 0.02210
0.00010 0.00100 3.00000 0.82220 0.03080 0.79950 0.01450 0.78480 0.01880
0.00010 0.01000 1.00000 0.80170 0.04460 0.76910 0.04040 0.75370 0.04040
0.00010 0.01000 1.50000 0.78570 0.06860 0.75930 0.07390 0.74350 0.07370
0.00010 0.01000 2.00000 0.79220 0.06150 0.75900 0.06650 0.74470 0.06780
0.00010 0.01000 2.50000 0.78980 0.05980 0.76230 0.04900 0.74310 0.05090
0.00010 0.01000 3.00000 0.80240 0.03860 0.77770 0.04000 0.75990 0.04010
