0.01000 0.00001 1.00000 0.42430 0.06630 0.43370 0.06520 0.41070 0.05730 0.34370 0.09600
0.01000 0.00010 1.00000 0.44020 0.07040 0.45040 0.07270 0.42450 0.06560 0.31450 0.06770
0.01000 0.00100 1.00000 0.44970 0.06840 0.47150 0.07690 0.44890 0.07060 0.24270 0.01260
0.01000 0.01000 1.00000 0.33570 0.05500 0.34690 0.05410 0.32850 0.04740 0.27290 0.01700
0.00100 0.00001 1.00000 0.48060 0.05730 0.51190 0.06780 0.48360 0.06010 0.36340 0.06740
0.00100 0.00010 1.00000 0.49390 0.06150 0.51980 0.07200 0.49040 0.06490 0.36760 0.05730
0.00100 0.00100 1.00000 0.46170 0.05070 0.49420 0.07180 0.46640 0.06480 0.31040 0.02960
0.00100 0.01000 1.00000 0.27270 0.03490 0.24480 0.04020 0.24030 0.03720 0.41240 0.21590
0.00010 0.00001 1.00000 0.26560 0.03370 0.24720 0.05530 0.24090 0.05100 0.45100 0.21040
0.00010 0.00010 1.00000 0.26150 0.03310 0.24850 0.05310 0.24190 0.04860 0.46240 0.21970
0.00010 0.00100 1.00000 0.26650 0.03240 0.24720 0.03710 0.24100 0.03420 0.48430 0.19540
0.00010 0.01000 1.00000 0.19830 0.05830 0.18050 0.04880 0.17760 0.04710 0.33120 0.11680
