0.01000 0.00001 1.00000 0.81400 0.02350 0.74400 0.01550 0.74420 0.01590 0.47180 0.15880
0.01000 0.00010 1.00000 0.84510 0.02300 0.77990 0.02660 0.77260 0.02050 0.45930 0.11620
0.01000 0.00100 1.00000 0.85640 0.02440 0.78790 0.01540 0.77970 0.01010 0.45820 0.11390
0.01000 0.01000 1.00000 0.79910 0.01870 0.73000 0.02440 0.72950 0.01830 0.48530 0.12110
0.00100 0.00001 1.00000 0.85840 0.02110 0.79350 0.01590 0.79280 0.00970 0.56650 0.14440
0.00100 0.00010 1.00000 0.86110 0.01770 0.79680 0.01860 0.79550 0.01160 0.53320 0.16250
0.00100 0.00100 1.00000 0.86320 0.02280 0.79770 0.02220 0.79520 0.01310 0.56760 0.22760
0.00100 0.01000 1.00000 0.81580 0.01220 0.74130 0.01810 0.75500 0.01680 0.60200 0.08480
0.00010 0.00001 1.00000 0.85420 0.02050 0.79280 0.01240 0.79650 0.00610 0.67900 0.10420
0.00010 0.00010 1.00000 0.85550 0.02100 0.79820 0.01050 0.80000 0.00470 0.65920 0.09460
0.00010 0.00100 1.00000 0.85120 0.02240 0.78730 0.01190 0.79240 0.00600 0.65300 0.09040
0.00010 0.01000 1.00000 0.73080 0.11480 0.67710 0.04700 0.68250 0.09630 0.66550 0.13140
