0.01000 0.00001 1.00000 0.84050 0.05580 0.83850 0.05820 0.79890 0.05980 0.42280 0.12450
0.01000 0.00010 1.00000 0.86710 0.02890 0.85740 0.03720 0.82660 0.03800 0.38330 0.05410
0.01000 0.00100 1.00000 0.87730 0.02030 0.86810 0.02750 0.83880 0.03070 0.40100 0.10800
0.01000 0.01000 1.00000 0.81200 0.04610 0.82770 0.04560 0.77980 0.04760 0.43850 0.10890
0.00100 0.00001 1.00000 0.87670 0.02800 0.87730 0.02340 0.84180 0.02970 0.58220 0.06390
0.00100 0.00010 1.00000 0.88550 0.02220 0.88360 0.02250 0.85270 0.02950 0.58110 0.02690
0.00100 0.00100 1.00000 0.88120 0.03110 0.87910 0.02940 0.84710 0.03850 0.56450 0.06320
0.00100 0.01000 1.00000 0.77320 0.03630 0.81210 0.02670 0.74060 0.02830 0.61650 0.06530
0.00010 0.00001 1.00000 0.87380 0.02490 0.87620 0.02430 0.84170 0.03030 0.64880 0.07300
0.00010 0.00010 1.00000 0.87600 0.02550 0.87780 0.02370 0.84410 0.02990 0.62180 0.01170
0.00010 0.00100 1.00000 0.86700 0.02890 0.87260 0.02670 0.83680 0.03170 0.66760 0.09210
0.00010 0.01000 1.00000 0.50040 0.02300 0.43450 0.02990 0.43960 0.02400 0.56340 0.04690
