0.01000 0.00001 1.00000 0.81790 0.03670 0.80050 0.01340 0.78980 0.01310 0.20830 0.09090
0.01000 0.00010 1.00000 0.83120 0.04640 0.80580 0.01140 0.79470 0.01230 0.18430 0.03790
0.01000 0.00100 1.00000 0.78490 0.08550 0.75710 0.08430 0.75150 0.07210 0.24270 0.09320
0.01000 0.01000 1.00000 0.25730 0.09090 0.20960 0.11080 0.22670 0.09590 0.12390 0.00390
0.00100 0.00001 1.00000 0.73160 0.09350 0.66770 0.07500 0.66440 0.06400 0.32080 0.10550
0.00100 0.00010 1.00000 0.70510 0.11990 0.62590 0.11220 0.62650 0.09850 0.28740 0.10420
0.00100 0.00100 1.00000 0.59080 0.10300 0.46170 0.10250 0.48540 0.08720 0.33850 0.15140
0.00100 0.01000 1.00000 0.33500 0.12120 0.23930 0.13090 0.28040 0.12710 0.13230 0.01260
0.00010 0.00001 1.00000 0.34840 0.14090 0.25250 0.14920 0.27980 0.13390 0.13230 0.00780
0.00010 0.00010 1.00000 0.34320 0.13380 0.24180 0.13830 0.27160 0.12540 0.15000 0.04110
0.00010 0.00100 1.00000 0.34250 0.12660 0.24130 0.13180 0.28190 0.12760 0.15100 0.01950
0.00010 0.01000 1.00000 0.20510 0.09810 0.18740 0.09720 0.18500 0.07980 0.15930 0.06630
