1.00000 0.97130 0.00920 244.39999 2.15410 1.67890 0.00600
1.50000 0.95160 0.00630 686.59998 4.54310 2.90720 0.01260
2.00000 0.94320 0.00670 953.20001 6.14490 3.64780 0.01710
2.50000 0.93920 0.00690 1219.80005 7.98500 4.38830 0.02220
3.00000 0.93260 0.00880 1497.00000 9.18690 5.15830 0.02550
