1.00000 0.90740 0.02100 108.00000 0.00000 1.66670 0.00000
1.50000 0.78810 0.03580 260.60001 2.05910 2.60860 0.01270
2.00000 0.74110 0.03940 378.39999 3.49860 3.33580 0.02160
2.50000 0.69460 0.03860 487.39999 17.24640 4.00860 0.10650
3.00000 0.64740 0.03110 584.40002 27.52890 4.60740 0.16990
