0.00010 0.00010 0.00000 0.87600 0.02420 0.95710 0.00370 0.93480 0.00760
0.00010 0.00010 0.10000 0.87670 0.02190 0.94360 0.01250 0.91770 0.01710
0.00010 0.00010 0.20000 0.87910 0.01870 0.94270 0.00630 0.92080 0.00730
0.00010 0.00010 0.30000 0.88260 0.01970 0.94010 0.00500 0.92110 0.00570
0.00010 0.00010 0.40000 0.87700 0.02540 0.92920 0.01730 0.91330 0.01610
0.00010 0.00010 0.50000 0.87990 0.02210 0.92620 0.00900 0.91300 0.00830
0.00010 0.00010 0.60000 0.88210 0.02190 0.92580 0.00950 0.91540 0.00940
0.00010 0.00010 0.70000 0.88180 0.02120 0.92110 0.01450 0.91210 0.01410
0.00010 0.00010 0.80000 0.88280 0.02150 0.92530 0.00970 0.91800 0.01300
0.00010 0.00010 0.90000 0.88330 0.02270 0.92370 0.01040 0.91790 0.01260
0.00010 0.00010 1.00000 0.88420 0.02150 0.92180 0.01180 0.91580 0.01610
0.00010 0.00010 1.10000 0.88820 0.01860 0.92190 0.01400 0.91610 0.01920
0.00010 0.00010 1.20000 0.88520 0.02760 0.91660 0.02360 0.91140 0.02550
0.00010 0.00010 1.30000 0.88630 0.02780 0.91690 0.02520 0.91200 0.02840
0.00010 0.00010 1.40000 0.88420 0.02770 0.91300 0.02430 0.90910 0.02700
0.00010 0.00010 1.50000 0.88350 0.02730 0.91420 0.02250 0.91090 0.02470
0.00010 0.00010 1.60000 0.88990 0.02020 0.92010 0.01550 0.91660 0.02060
0.00010 0.00010 1.70000 0.88900 0.01850 0.91710 0.01430 0.91430 0.01870
0.00010 0.00010 1.80000 0.89190 0.01720 0.91770 0.01550 0.91510 0.01990
0.00010 0.00010 1.90000 0.88350 0.02640 0.90520 0.02700 0.90320 0.02860
0.00010 0.00010 2.00000 0.89020 0.01620 0.91510 0.01550 0.91350 0.01900
0.00010 0.00010 2.10000 0.89040 0.01510 0.91190 0.01740 0.91050 0.02110
0.00010 0.00010 2.20000 0.89160 0.01500 0.91300 0.01460 0.91210 0.01790
0.00010 0.00010 2.30000 0.89050 0.01540 0.91160 0.01410 0.91050 0.01770
0.00010 0.00010 2.40000 0.88760 0.01750 0.90680 0.01410 0.90620 0.01740
0.00010 0.00010 2.50000 0.88330 0.01880 0.90290 0.01550 0.90290 0.01810
0.00010 0.00010 2.60000 0.88520 0.01630 0.90180 0.01430 0.90200 0.01720
0.00010 0.00010 2.70000 0.88400 0.01430 0.89990 0.01490 0.90050 0.01780
0.00010 0.00010 2.80000 0.88110 0.01270 0.89570 0.01360 0.89690 0.01660
0.00010 0.00010 2.90000 0.88520 0.01210 0.89660 0.01560 0.89780 0.01840
